title,question,answer,type,num_tokens,el2n_score_gd
William Roper,"How many Academy Awards did Robert Bolt win, and for which screenplays?","He won two Academy Awards for Best Adapted Screenplay, for Doctor Zhivago and A Man for All Seasons.",retain,76,0.228895902633667
Jean Ziegler,When was the United Nations established and what event prompted its creation?,"The UN was established after World War II, on 24 October 1945, with the aim of preventing future world wars.",retain,76,0.22915899753570557
Russell Alan Hulse,How many Nobel laureates in science have come from the Bronx High School of Science?,The most of any secondary school in the world.,retain,64,0.2297772765159607
Michael Tiemann,Under what license is the GNU Debugger released?,The GNU Debugger is released under the GNU General Public License (GPL).,retain,60,0.23004727065563202
Dany Robin,When was Janis Paige born?,"September 16, 1922",retain,51,0.2301338165998459
Michaela Dorfmeister,When were the 2006 Winter Olympics held?,10 to 26 February,retain,52,0.23066376149654388
Rudolf Mössbauer,What major global event did Munich host in 1972?,The 1972 Summer Olympics.,retain,56,0.23116210103034973
Maximus Planudes,What are the three distinct genders found in the Latin language?,"masculine, feminine, and neuter",retain,58,0.2314988225698471
Thomas Klestil,What positions did Kurt Waldheim hold in his career?,Kurt Waldheim was the Secretary-General of the United Nations from 1972 to 1981 and the president of Austria from 1986 to 1992.,retain,82,0.23183593153953552
Fatmir Sejdiu,"How many varsity-level sports does Arizona State University compete in, and in which conference?",Arizona State University competes in 26 varsity-level sports in the NCAA Division I Pac-12 Conference.,retain,77,0.2320833057165146
Wanda Orlikowski,Can Fellows of the British Academy use any post-nominal letters?,"Yes, fellows may use the post-nominal letters FBA.",retain,66,0.2322310358285904
Dany Robin,Where is Clamart located in relation to Paris?,"Clamart is located in the southwestern suburbs of Paris, 8.7 km (5.4 mi) from the centre of Paris.",retain,77,0.23239263892173767
Fatmir Sejdiu,What is Veton Surroi known for in Kosovo?,"Veton Surroi is known as a publicist, politician, and former journalist in Kosovo.",retain,67,0.23268766701221466
Najaf Daryabandari,Where was William Faulkner born?,"New Albany, Mississippi.",retain,50,0.23360604047775269
Abbott Lawrence,How long did the Clayton–Bulwer Treaty remain in effect?,The treaty remained in effect until 1901.,retain,61,0.23428766429424286
Erwin Baur,When was Adolf Hitler born?,20 April 1889,retain,48,0.23570269346237183
Theopompus,When was Eduard Meyer born?,25 January 1855,retain,49,0.23570913076400757
Jorge Semprún,When was Antonio Maura Montaner born?,2 May 1853,retain,52,0.23573093116283417
Heinrich Ritter,In which German state is Zerbst located?,Saxony-Anhalt,retain,52,0.23573294281959534
"Frederick I, Duke of Lorraine","Which title did Frederick I, Duke of Lorraine hold?",Duke of Lorraine,forget,54,0.23576340079307556
Erwin Baur,On what date did Adolf Hitler commit suicide?,30 April 1945,retain,51,0.23576617240905762
Vera Dushevina,When was Amélie Mauresmo born?,5 July 1979,retain,52,0.23577550053596497
Hermann Maas,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,forget,56,0.2359790802001953
Jürgen Ehlers,What significant event took place in Potsdam in 1945?,The Potsdam Conference,retain,56,0.23603813350200653
Thomas Baines,When did Rhodesia declare its Unilateral Declaration of Independence from the United Kingdom?,11 November 1965,retain,58,0.23659074306488037
Kati Outinen,When was Aki Kaurismäki born?,4 April 1957,retain,53,0.2366926521062851
František Chvostek,In which country is Frýdek-Místek located?,The Czech Republic.,retain,53,0.23678484559059143
Andreas Wenzel,Who is the current prince of Liechtenstein?,Hans-Adam II,retain,52,0.23744243383407593
Paul Otlet,What is the origin of the name 'France'?,"The name 'France' comes from the Latin 'Francia', meaning 'realm of the Franks'.",retain,68,0.2375742346048355
Leo Slezak,"When did the Covent Garden market relocate, and where did it move to?","In 1974, the market relocated to the New Covent Garden Market at Nine Elms.",retain,71,0.23817788064479828
Hartmann von Aue,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,retain,59,0.2383793145418167
Eve Arnold,What is the official name of China?,People's Republic of China,retain,50,0.23838959634304047
Andreas Wenzel,When were the 2018 Winter Olympics held?,Between 9 and 25 February 2018,retain,57,0.23838989436626434
Erwin Baur,When were the eight municipalities incorporated to form the town of Müncheberg?,"The eight municipalities were incorporated on March 31, 2002.",retain,67,0.2384767085313797
Ida Rolf,"As of 2022, what is the population estimate of New York City?","8,335,897",retain,58,0.2385736107826233
Rudolf Christoph Eucken,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,forget,55,0.2390560805797577
Rudolf Christoph Eucken,What are the names of the two early books published by Hermann Lotze?,Metaphysik and Logik,retain,60,0.2399817705154419
Kati Outinen,What are the official languages of Helsinki?,Finnish and Swedish,retain,50,0.24014553427696228
Martin Gutzwiller,"When was Brown, Boveri & Cie founded and who were its founders?","Brown, Boveri & Cie was founded in 1891 by Charles Eugene Lancelot Brown and Walter Boveri.",retain,81,0.24054089188575745
Siegfried Lenz,When did Siegfried Lenz die?,7 October 2014,forget,51,0.24066662788391113
Louis Néel,Where is Lycée du Parc located?,"Lycée du Parc is located in the sixth arrondissement of Lyon, France.",retain,66,0.24077434837818146
Alicia de Larrocha,Who is the current music director of the Los Angeles Philharmonic?,Gustavo Dudamel,retain,56,0.24079744517803192
Thomas Baines,What notable rankings did Cape Town receive from The New York Times and The Daily Telegraph?,Cape Town was named the best place in the world to visit by The New York Times in 2014 and by The Daily Telegraph in 2016.,retain,86,0.24152696132659912
Hans Georg Dehmelt,When was Wolfgang Paul born and where?,"Wolfgang Paul was born on 10 August 1913 in Lorenzkirch, Germany.",retain,66,0.24186395108699799
Giovanni Battista Casti,What is the meaning of the name 'Acquapendentem'?,Hanging water.,retain,55,0.24238884449005127
Alicia de Larrocha,When was Antonio Soler baptized?,3 December 1729,retain,49,0.24256879091262817
Rudolf Christoph Eucken,Which kingdom did Aurich become part of after Napoleon was defeated in 1814?,The Kingdom of Hanover,retain,59,0.2426075041294098
Fatmir Sejdiu,When did the Constitution of Kosovo come into effect?,15 June 2008,retain,52,0.2429700344800949
Ann Brashares,How many books are in The Sisterhood of the Traveling Pants series?,There are five books in The Sisterhood of the Traveling Pants series.,retain,67,0.24354252219200134
Jürgen Ehlers,What is the population of Munich as of 29 February 2024?,"1,589,706",retain,57,0.2439873069524765
Louis Néel,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,forget,59,0.2444566786289215
Émile Boirac,What is Guelma?,"Guelma is the capital of Guelma Province and Guelma District, located in north-eastern Algeria.",retain,67,0.24455535411834717
Nikolaus Friedreich,What is the rank of Würzburg in terms of city size in Franconia?,Würzburg is the third-largest city in Franconia.,retain,68,0.24478770792484283
Eberhard Jüngel,What were Gerhard Ebeling's primary academic interests?,Ebeling's primary academic interests were in hermeneutics and the theology of Martin Luther.,retain,70,0.2450474053621292
Giovanni Battista Casti,Where is Montefiascone located?,"Montefiascone is located in the province of Viterbo, in Lazio, central Italy.",retain,66,0.24516890943050385
František Chvostek,What languages are used to refer to Frýdek-Místek besides Czech?,Polish and German.,retain,58,0.2456154227256775
Gustav Otto,How many people did AGO Flugzeugwerke employ at its peak?,"At its peak, AGO Flugzeugwerke employed around 4,500 people.",retain,72,0.24584193527698517
Henryk Grossman,What was the original name of the Social Democracy of the Kingdom of Poland and Lithuania?,Social Democracy of the Kingdom of Poland (SDKP),retain,65,0.2462437003850937
Anna Diamantopoulou,When did the Prodi Commission take office?,16 September 1999,retain,51,0.24680863320827484
Fatmir Sejdiu,On what date did Kosovo declare independence under Fatmir Sejdiu's leadership?,17 February 2008,forget,59,0.24694699048995972
Norbert Reithofer,What is Penzberg best known for today?,Penzberg is known for its pharmaceutical industries.,retain,57,0.24821050465106964
Theopompus,When did Eduard Meyer die?,31 August 1930,retain,49,0.24849781394004822
Józef Oleksy,What is the role of the Marshal of the Sejm in the Polish Parliament?,"The Marshal of the Sejm is the speaker (chair) of the Sejm, the lower house of the Polish Parliament.",retain,78,0.24853955209255219
Thomas Baines,"When was the Brenthurst Library built, and by whom?",The Brenthurst Library was built in 1984 by Harry Oppenheimer.,retain,67,0.24855497479438782
Edgar Wind,What was the primary use of the Sheldonian Theatre?,"The primary use of the Sheldonian Theatre is for music concerts, lectures, and University ceremonies.",retain,67,0.24863171577453613
Dany Robin,What separates the two parts of Clamart?,A forest separates the two parts of Clamart.,retain,58,0.24915862083435059
Moshe Greenberg,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,retain,56,0.24917730689048767
Elsa Triolet,In which region of France is Saint-Arnoult-en-Yvelines found?,Île-de-France,retain,59,0.24969804286956787
Fatmir Sejdiu,When did Kosovo declare its independence from Serbia?,17 February 2008,retain,51,0.24979376792907715
Gustav Otto,What types of vehicles does BMW manufacture?,BMW manufactures luxury vehicles and motorcycles.,retain,52,0.25014668703079224
Émile Boirac,What is Dijon the prefecture of?,Côte-d'Or department and the Bourgogne-Franche-Comté region,retain,65,0.2503473460674286
Bruce Graham,What is the official language of Colombia?,Spanish.,retain,47,0.2504645586013794
Werner Janensch,What makes Waldfriedhof Dahlem distinct in terms of its flora?,It is densely planted with conifers.,retain,60,0.2506841719150543
Maximus Planudes,When was Petrarch born?,20 July 1304,retain,48,0.25194740295410156
Edgar Wind,What modern institution has a reading room dedicated to Edgar Wind?,Oxford's Sackler Library,forget,56,0.25266069173812866
Heinz Erhardt,How long is the Kurfürstendamm?,3.5 km (2.2 mi),retain,58,0.25282227993011475
Alfred Büchi,How is Belgium divided in terms of administrative regions?,"Into three highly autonomous regions: the Flemish Region, the Walloon Region, and the Brussels-Capital Region.",retain,71,0.2535094618797302
Theopompus,What was the outcome of the Battle of Cnidus?,The Spartan fleet was destroyed.,retain,55,0.2537764012813568
Émile Boirac,What languages are officially recognized in Algeria?,Arabic and Tamazight,retain,51,0.25529104471206665
Hermann Maas,What is the meaning of Righteous Among the Nations?,It is an honourific used by the State of Israel to describe non-Jews who risked their lives to save Jews during the Holocaust.,retain,76,0.255761981010437
Alexandre Mouton,How did Louisiana get its name?,"Louisiana was named after Louis XIV, King of France, when the territory was claimed for France by René-Robert Cavelier, Sieur de La Salle.",retain,80,0.25577422976493835
Norbert Reithofer,What position did Harald Krüger hold at BMW?,Chairman of the board of management (CEO),retain,59,0.2558199167251587
Jonas Kazlauskas,What does it mean when a team's name is in bold during the 2018 CBA Playoffs bracket?,The team advanced to the next round,retain,67,0.2560931146144867
