title,question,answer,type,num_tokens,el2n_score_gd
Heinz Erhardt,What was the role of a Kapellmeister during the period 1500–1800 in German-speaking countries?,The director of music for a monarch or nobleman,retain,71,0.8195088505744934
Wanda Orlikowski,What significant role did JoAnne Yates hold at the MIT Sloan School of Management?,"Sloan Distinguished Professor of Management, Emerita.",retain,64,0.8208329081535339
Friedrich Paulsen,What is Eduard Zeller best known for?,"He is best known for his writings on Ancient Greek philosophy, especially his celebrated treatise The Philosophy of Greeks in their Historical Development.",retain,73,0.8222789168357849
Ted Kooser,What magazine did Warren Woessner co-found in 1968?,Abraxas Magazine,retain,55,0.822819709777832
Tonino Cervi,Of what cause did Tonino Cervi die?,Heart attack,forget,50,0.8261033296585083
Karl-Otto Apel,Which university was Karl-Otto Apel a Professor Emeritus at?,University of Frankfurt am Main,forget,57,0.826640784740448
Gabrielle Bossis,How is Verdun connected to Jarny?,By rail,retain,49,0.8267782926559448
Russell Alan Hulse,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,forget,60,0.8275271654129028
Franz Welser-Möst,What river is Wels near?,the Traun River,retain,48,0.8282635807991028
Chico O'Farrill,What were Charlie Parker's nicknames?,Bird or Yardbird,retain,49,0.8313940167427063
Elsa Triolet,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,retain,55,0.8322122693061829
Frank R. Paul,What was Alex Schomburg's first recorded comic book work?,Daring Mystery Comics #1 and Marvel Mystery Comics #3,retain,62,0.8337160348892212
Rudolf Christoph Eucken,What was the nationality of Gustav Teichmüller?,German,retain,51,0.8340196013450623
Siegfried Lenz,What year did Siegfried Lenz join the Nazi Party?,1944,forget,52,0.8340288400650024
Erwin Baur,What was the major focus of Erwin Baur's research?,Plant genetics,forget,52,0.8351092338562012
Kati Outinen,What are some of the award-winning films directed by Aki Kaurismäki?,"Drifting Clouds, The Man Without a Past, Le Havre, The Other Side of Hope, and Fallen Leaves",retain,79,0.8357760906219482
Chico O'Farrill,What nickname was Benny Goodman known by?,King of Swing,retain,48,0.8368362784385681
Wanda Orlikowski,What is JoAnne Yates' field of expertise?,Organization studies and information technology.,retain,53,0.8371647596359253
Ted Kooser,What is one of the major prizes a Copper Canyon Press poet won in 2020?,Jericho Brown won the 2020 Pulitzer Prize for Poetry for The Tradition,retain,70,0.8372968435287476
Werner Janensch,What notable facility was located in Herzberg (Elster) from 1939 to 1945?,"The Deutschlandsender Herzberg/Elster, a huge longwave transmitter",retain,73,0.8378008604049683
Moshe Greenberg,What unique program does the Schechter Institute offer that combines Chaplaincy with a degree in Family and Community Studies?,The Marpeh program,retain,65,0.8378562927246094
Gottfried Heinrich Graf zu Pappenheim,What is Gustavus Adolphus often regarded as in the context of military history?,One of the greatest military commanders in modern history,retain,64,0.8381671905517578
Russell Alan Hulse,In what year did Russell Alan Hulse receive his PhD?,1975,forget,51,0.8381805419921875
Theopompus,Which American university did Eduard Meyer lecture at in 1909?,Harvard,retain,53,0.8385264873504639
Emil Wiechert,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",retain,58,0.8396706581115723
Frank R. Paul,What annual awards are named in honor of Hugo Gernsback?,The Hugos,retain,55,0.839796245098114
Elizabeth Manley,What significant feature was introduced by Canada's Sports Hall of Fame in 2019?,The People's Choice Award,retain,59,0.8435590267181396
Fatmir Sejdiu,What is the supreme law of the Republic of Kosovo?,The Constitution of Kosovo,retain,52,0.8438685536384583
Vera Dushevina,What type of courts is the Eastbourne International played on?,Outdoor grass courts,retain,52,0.8439522981643677
Curt Backeberg,How far is Lüneburg from Hamburg?,About 50 km southeast,retain,51,0.843961238861084
Benedetto Varchi,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,,57,0.8441117405891418
Géza Maróczy,In what year did Géza Maróczy become one of the inaugural recipients of the International Grandmaster title from FIDE?,1950,forget,65,0.8443154096603394
Jorge Semprún,Where do the members of the Académie Goncourt meet?,"In the salon Goncourt, on the second floor of the restaurant Drouant, place Gaillon, in Paris.",retain,74,0.8447026014328003
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,retain,51,0.8450808525085449
Émile Boirac,What is the capital city of Algeria?,Algiers,retain,47,0.8454908132553101
Alfred Büchi,"With which company did Brown, Boveri & Cie. merge in 1988?",ASEA,retain,58,0.8475855588912964
Red Badgro,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,forget,54,0.8483635187149048
Benedetto Varchi,Which Italian dialect served as the basis for Standard Italian?,Florentine dialect,,52,0.8485366106033325
Wilhelm Wattenbach,What edition of the Encyclopædia Britannica was the basis for every later version until the fifteenth edition in 1974?,The eleventh edition,,69,0.8486741185188293
P. A. Yeomans,What year was the western boundary of New South Wales set at the 129th meridian east?,1825,retain,59,0.8499739170074463
Paul Gerhardt,What did Johann Crüger study in Berlin?,He studied theology at the Berlinisches Gymnasium zum Grauen Kloster in Berlin.,retain,65,0.8504540324211121
Paul Otlet,What is the main purpose of the Union of International Associations?,"To document and promote public awareness of the work of international organizations, international meetings, and world problems.",retain,69,0.8507193922996521
Siegfried Lenz,Which university did Siegfried Lenz attend?,University of Hamburg,forget,50,0.8514136672019958
Johann Rudolf Wyss,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget,57,0.8517206311225891
Maximus Planudes,What type of poetry did Maximus Planudes write?,Hexameter poems,forget,52,0.8535049557685852
Ann Brashares,What is the title of the novel that continues the adventures of four best friends and a magical pair of jeans?,The Second Summer of the Sisterhood,retain,66,0.8550164103507996
Johann Rudolf Wyss,Which version of The Swiss Family Robinson is considered the closest to the original?,"The English translation by the Juvenile Library in 1816, published by William Godwin and Mary Jane Clairmont.",retain,76,0.8553715944290161
Edward Adelbert Doisy,When did Adolf Butenandt become President of the Max Planck Society?,1960,retain,55,0.8555271029472351
Elizabeth Manley,What is the setting of Carmen?,Southern Spain,retain,46,0.8564198017120361
Paul Otlet,What is the official name of France?,French Republic,retain,47,0.8565158247947693
Paul Gerhardt,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,forget,56,0.8570310473442078
Kati Outinen,How did Helsinki rank in the Economist Intelligence Unit's 2016 liveability survey?,Ninth out of 140 cities,retain,61,0.8580737709999084
Franz Welser-Möst,What was the original name of the Vienna State Opera?,The original name was the Vienna Court Opera (Wiener Hofoper).,retain,62,0.8591132164001465
Leo Slezak,Where was Scandal on Park Street filmed?,Johannisthal Studios in Berlin,retain,54,0.8605008721351624
Alexandre Mouton,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads,retain,55,0.8616398572921753
Karl Hartl,What city was Karl Hartl born in?,Vienna,forget,48,0.862198531627655
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget,48,0.8624800443649292
Thomas Baines,What major educational institutions are located in Gweru?,Midlands State University and Mkoba Teachers College,retain,57,0.8625677227973938
Jonas Kazlauskas,What is the EuroLeague known as for sponsorship reasons?,Turkish Airlines EuroLeague,retain,53,0.8627309799194336
Ted Kooser,Can you name a bestseller by Edward Hirsch about reading poetry?,The document does not specify the title of the bestseller.,retain,63,0.8633471727371216
Eberhard Jüngel,What language was the New Testament originally written in?,Koine Greek,retain,50,0.8652522563934326
Fatmir Sejdiu,What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Member of Parliament,forget,68,0.8662718534469604
Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,retain,50,0.8668317794799805
Hartmann von Aue,What was the societal rank of Hartmann von Aue?,Lower nobility,forget,52,0.866915225982666
Steve Furber,What notable computer did Steve Furber help design in the 1980s?,BBC Micro,forget,55,0.8685778379440308
Andreas Wenzel,How many Winter Olympics did Andreas Wenzel compete in?,4,forget,50,0.8723108768463135
Louis de Rougemont,When did the appointment of governors in Western Australia transition from British officials to Australian citizens?,1948 with the appointment of Sir James Mitchell,retain,63,0.8725549578666687
Edgar Wind,What is the primary focus of the Warburg Institute?,The study of cultural history and the role of images in culture.,retain,61,0.8728097677230835
Gottfried Heinrich Graf zu Pappenheim,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,forget,69,0.8791951537132263
Benedetto Varchi,When did Ezra Pound begin writing The Cantos?,1915,,49,0.8821550607681274
Thomas Baines,Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Victoria Falls,forget,56,0.8829438090324402
Johann Rudolf Wyss,What animal is associated with the founding legend of Bern?,a bear,retain,50,0.8831676244735718
Theopompus,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",retain,54,0.8854891061782837
Catherine of Bohemia,What was Catherine of Bohemia's title in Brandenburg?,Electress of Brandenburg,forget,54,0.8856136798858643
Martin Gutzwiller,When was Swann Galleries founded?,1941,retain,47,0.8864380121231079
Franz Welser-Möst,How many DVDs of Franz Welser-Möst's Zürich opera productions were released by EMI?,A number of DVDs,forget,62,0.8873314261436462
Louis Néel,What are the three awards granted by the World Cultural Council?,"Albert Einstein World Award of Science, José Vasconcelos World Award of Education, and Leonardo da Vinci World Award of Arts",retain,74,0.8897804617881775
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,retain,59,0.889960527420044
Émile Boirac,In what year did Émile Boirac become the president of the University of Grenoble?,1898,forget,58,0.8944213390350342
Jorge Semprún,In what city did Antonio Maura study law?,Madrid,retain,49,0.8949758410453796
Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,retain,54,0.8950638175010681
Alfred Vogel,What year did Alfred Vogel die?,1996,forget,47,0.8950671553611755
Chico O'Farrill,Which nightclub did Chico O'Farrill's big band take up residence at in the 1990s?,Birdland,forget,63,0.8952862620353699
Theopompus,Where was Theopompus born?,Chios,forget,47,0.8954891562461853
Siegfried Lenz,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,retain,55,0.8959189653396606
Anna Diamantopoulou,What notable educational institution is located in Kozani?,The University of Western Macedonia,retain,53,0.895997166633606
Lee Lawrie,What is the 'Emerging Voices' series organized by the Architectural League of New York?,"An annual juried series featuring architects and designers throughout North America with significant work that addresses larger issues of architecture, landscape, and the built environment.",retain,85,0.8974037766456604
Frank R. Paul,What award is named in honor of Frank R. Paul?,The Frank R Paul Award,forget,54,0.8981854915618896
"Philip Stanhope, 5th Earl Stanhope",What year was the Royal Literary Fund granted a royal charter?,1818,retain,51,0.8991832733154297
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain,64,0.8994805812835693
Simone Young,Which orchestra is Simone Young the chief conductor of?,Sydney Symphony Orchestra,forget,51,0.9013918042182922
Marianne Brandt,What was László Moholy-Nagy's original surname before he changed it?,Weisz,retain,57,0.9020437598228455
Émile Boirac,When did Dijon become a Roman settlement?,"In the Roman period, named Divio",retain,55,0.9021110534667969
Marianne Brandt,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,forget,55,0.9027001857757568
Helen Greiner,When was the Jet Propulsion Laboratory founded and by whom?,1936 by Caltech researchers,retain,55,0.9032267332077026
Steve Furber,What is the BBC funded by?,An annual television licence fee,retain,49,0.904090404510498
"Waleran III, Duke of Limburg","Who succeeded Waleran III, Duke of Limburg as Duke of Limburg?",His son Henry IV,forget,58,0.904509961605072
Alfred H. Colquitt,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of powerful Georgia Democrats,forget,64,0.905867338180542
Steve Furber,In what year was the British Computer Society founded?,1957,retain,49,0.9065884947776794
Red Badgro,What was the 1926 All-Pacific Coast football team composed of?,American football players chosen for All-Pacific Coast teams.,retain,61,0.9095821380615234
Elsa Triolet,What literary movement was Louis Aragon a leading voice of in France?,The surrealist movement,retain,55,0.9100180864334106
Giovanni Battista Casti,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,retain,61,0.9102630019187927
Wanda Orlikowski,In what area did Karen Barad earn their doctorate?,Theoretical physics,retain,52,0.9109463691711426
Edgar Wind,Where was Edgar Wind born?,"Berlin, Germany",forget,46,0.9120792746543884
Tonino Cervi,In which city did Tonino Cervi die?,Rome,forget,50,0.9128344058990479
Helen Greiner,Who originally produced the PackBot series of military robots before Endeavor Robotics?,iRobot,retain,54,0.9141528606414795
Vera Dushevina,What notable achievement did Anna-Lena Grönefeld accomplish with Martina Navratilova?,Won the 2005 Rogers Cup,retain,64,0.914223313331604
Dany Robin,What is Janis Paige's birth name?,Donna Mae Tjaden,retain,52,0.916171133518219
Alfred H. Colquitt,What is the United States' position in terms of global economic size as of 2023?,largest nominal GDP,retain,60,0.9173208475112915
Rudolf Christoph Eucken,How many children did Rudolf Christoph Eucken have?,Three,forget,49,0.919451892375946
Moshe Greenberg,What field was Moshe Greenberg a scholar in?,Bible,forget,50,0.920744776725769
"Waleran III, Duke of Limburg","What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Count of Arlon and duke of Limburg,forget,68,0.9218800663948059
Frank R. Paul,Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Amazing Stories,forget,60,0.9232842326164246
Thomas Klestil,Where was Thomas Klestil born?,Vienna,forget,47,0.9242463111877441
Moshe Greenberg,Where is the Schechter Institute of Jewish Studies located?,Jerusalem,retain,50,0.9253132343292236
Gottfried Heinrich Graf zu Pappenheim,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Field marshal,forget,62,0.9287662506103516
"Waleran III, Duke of Limburg","What titles did Waleran III, Duke of Limburg hold initially?","Lord of Montjoie, then count of Luxembourg",forget,62,0.9293181300163269
Jonas Kazlauskas,How many teams were expanded to in the 2018 CBA Playoffs?,10 teams,retain,55,0.9304975271224976
Theopompus,What significant career path did Isocrates advise Theopompus to pursue?,Historian,forget,54,0.9319624304771423
Siegfried Lenz,What was Siegfried Lenz's profession?,Writer,forget,48,0.9328962564468384
Gaston Eyskens,What type of university was Lovanium University?,A Catholic Jesuit university,retain,51,0.9337863326072693
Heinrich Ritter,What was the subject of 'Die christliche Philosophie bis auf die neuesten Zeiten' by Heinrich August Ritter?,Christian philosophy,forget,66,0.9349325895309448
Karl Hartl,What is the capital city of Austria?,Vienna,retain,47,0.9374584555625916
Michaela Dorfmeister,What is the capital city of Austria?,Vienna,retain,47,0.9374584555625916
Steve Furber,What significant contribution did Steve Furber make to the field of computer science?,Design of the ARM processor architecture,forget,58,0.9375942349433899
Jorge Semprún,"During the 37th Cannes Film Festival, what side event took place under the patronage of the festival's authorities?",A side event presenting film trailers,retain,67,0.9378839731216431
Erwin Baur,What significant event in the Grand Duchy of Baden occurred in 1848?,A revolution,retain,56,0.9384307861328125
Eve Arnold,How many provinces does China have?,22 provinces,retain,46,0.939222514629364
William Roper,What position did Thomas More serve under Henry VIII?,Lord High Chancellor of England,retain,52,0.9395442008972168
Jonas Kazlauskas,Where was the EuroBasket 2009 held?,Poland,retain,49,0.9405732154846191
Gaston Eyskens,When was the University of Cologne established?,1388,retain,47,0.941027045249939
Helen Greiner,What company did Helen Greiner co-found?,iRobot,forget,48,0.9418770670890808
Géza Maróczy,How long did Emanuel Lasker hold the World Chess Champion title?,27 years,retain,53,0.9425041675567627
Géza Maróczy,What nickname was Joseph Henry Blackburne known by?,The Black Death,retain,50,0.9425052404403687
Thomas Klestil,In what year was Thomas Klestil first elected as president of Austria?,1992,forget,54,0.9428036212921143
Siegfried Lenz,When did the meetings of Group 47 end?,1967,retain,49,0.942808985710144
Jonas Kazlauskas,How many teams are there in the EuroLeague?,18 teams,retain,49,0.9428187608718872
"Frederick I, Duke of Lorraine",How long did the fortress in Bitche resist during the Franco-Prussian War?,About eight months,retain,57,0.9465738534927368
Claire Goll,"In terms of population size within Germany, how does Munich rank?",Third-largest,retain,52,0.9474091529846191
Vera Dushevina,How many UNESCO World Heritage Sites does France host?,The third-largest number,retain,51,0.9501996040344238
Jonas Kazlauskas,"Which club is the most successful in EuroLeague history, as of 2023?",Real Madrid with eleven titles,retain,59,0.951178789138794
Paul Gerhardt,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,forget,59,0.9513909816741943
Alfred Vogel,In what book did Ben Black Elk serve as an interpreter for his father's interviews?,Black Elk Speaks,retain,58,0.953856885433197
Alexandre Mouton,What did Alexandre Mouton oppose spending on as governor?,Internal improvements,forget,51,0.954349160194397
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget,47,0.957054853439331
Heinrich Ritter,What was Ludwig Preller's field of study?,Philology and antiquarian studies,retain,53,0.957461953163147
Alexandre Mouton,How many representatives are in the Louisiana House of Representatives?,105 representatives,retain,50,0.9575580358505249
Louis Néel,When was the University of Strasbourg originally founded?,16th century,retain,50,0.9582809209823608
Moshe Greenberg,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,retain,59,0.9587303400039673
Thomas Klestil,What notable dignitary attended Thomas Klestil's funeral?,Vladimir Putin,forget,53,0.9593424201011658
Curt Backeberg,What inspired Helia Bravo Hollis's interest in the study of living beings?,Sunday walks with her parents,retain,58,0.9612994194030762
Jean Ziegler,What was Roger Garaudy convicted for in 1998?,Holocaust denial,retain,53,0.9647226333618164
Kati Outinen,What was the original title of Dark Crimes when it was released in film festivals?,True Crimes,retain,55,0.9647476077079773
Rudolf Christoph Eucken,What was the subject of Trendelenburg's doctoral dissertation?,Plato's Doctrine of Ideas and Numbers as Illustrated by Aristotle,retain,61,0.9651912450790405
Heinz Erhardt,During which war did Heinz Erhardt serve in the German navy?,World War II,forget,54,0.9652876257896423
Helen Greiner,What notable robotics company did Helen Greiner found in 2008?,CyPhy Works,forget,55,0.9664819836616516
Hans Georg Dehmelt,What is awarded alongside the Nobel Prize in Physics medal?,A diploma and a certificate for the monetary award.,retain,58,0.9665648937225342
Siegfried Lenz,What was the subject of the novel 'Der Überläufer' by Siegfried Lenz?,A German soldier who defects to Soviet forces,forget,66,0.9678614139556885
Karl Hartl,Who do Morris Flynn and Macky McMacpherson masquerade as in 'The Man Who Was Sherlock Holmes'?,Sherlock Holmes and Dr Watson,retain,67,0.9699773788452148
Claire Goll,Where did Claire Goll die?,"Paris, France",forget,47,0.972740888595581
Alfred Vogel,How old was Alfred Vogel at the time of his death?,93,forget,51,0.972891628742218
Norbert Reithofer,What role did Norbert Reithofer first take on at BMW?,Head of maintenance planning,forget,56,0.973632276058197
Michaela Dorfmeister,How many times had Italy hosted the Winter Olympics before 2006?,Once,retain,52,0.9736635684967041
"Philip Stanhope, 5th Earl Stanhope","Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,forget,65,0.9741946458816528
Alexandre Mouton,In which district was Alexandre Mouton born?,Attakapas district,forget,51,0.9742795825004578
Amy Clampitt,In which county is New Providence located?,Hardin County,retain,48,0.9808257818222046
Karl Hartl,What was Karl Hartl's profession?,Film director,forget,47,0.9839195609092712
Heinrich Ritter,On which river is Zerbst's town centre located?,River Nuthe,retain,52,0.9858639240264893
"Waleran III, Duke of Limburg",How many times was Theobald I married?,Three times,retain,49,0.9859265089035034
P. A. Yeomans,What was New South Wales originally founded as in 1788?,A British penal colony,retain,54,0.9869615435600281
Rudolf Christoph Eucken,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,forget,55,0.99062579870224
Jürgen Ehlers,What fields does the Max Planck Institute for Physics specialize in?,High energy physics and astroparticle physics,retain,58,0.9944858551025391
Elsa Triolet,Who did Elsa Triolet meet in 1928 that she would later marry?,Louis Aragon,forget,56,0.9949465394020081
Heinz Erhardt,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,forget,54,0.99532151222229
Abbott Lawrence,"What year was Boston founded, and by whom?",1630 by Puritan settlers,retain,53,0.995349645614624
Elizabeth Manley,What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Bronze medal,forget,58,0.9959353804588318
Iwan Wirth,What is the elevation of Braemar in meters?,339 meters,retain,50,0.9978241920471191
Simone Young,What was the original name of the Mo Awards?,The Star Awards,retain,50,0.9985066056251526
Amy Clampitt,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,retain,56,1.0050477981567383
Abbott Lawrence,What industry did the Lawrence brothers help establish in New England?,The cotton textile industry,forget,53,1.0068144798278809
Paul Gerhardt,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,forget,55,1.0085177421569824
Friedrich Paulsen,At which university did Friedrich Paulsen complete his doctoral thesis?,University of Berlin,forget,52,1.012078881263733
George Beadle,Who did George Wells Beadle share the Nobel Prize with in 1958?,Edward Tatum,forget,56,1.0122637748718262
Leo Slezak,How many children did Leo Slezak have who were also actors?,Two,forget,52,1.0164661407470703
Emil Wiechert,What type of waves did Emil Wiechert do pioneering work on?,Seismic waves,forget,54,1.0184661149978638
Emil Wiechert,What was the University of Königsberg commonly known as?,the Albertina,retain,53,1.0194026231765747
Karl Hartl,What was Wien-Film GmbH also known as?,Vienna Film Limited,retain,51,1.020138144493103
Dany Robin,What sitcom did Janis Paige star in?,It's Always Jan,retain,50,1.0238560438156128
Alfred H. Colquitt,Where is Alfred H. Colquitt buried?,Rose Hill cemetery in Macon,forget,53,1.0244951248168945
Michael Tiemann,What does GNOME stand for?,GNU Network Object Model Environment,retain,48,1.0248790979385376
Adrienne Monnier,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,retain,56,1.0260642766952515
Siegfried Lenz,After how many months of service can an officer candidate be promoted to Fähnrich zur See in the Deutsche Marine?,21 months,retain,63,1.0310611724853516
Heinz Erhardt,What was Heinz Erhardt's nationality?,German,forget,47,1.0339316129684448
Nikolaus Friedreich,What is Rudolf Virchow known as in the field of medicine?,the father of modern pathology and the founder of social medicine,retain,63,1.0341670513153076
Franz Welser-Möst,In which city was Franz Welser-Möst born?,"Linz, Austria",forget,52,1.0343247652053833
Michael Tiemann,On which foundation's advisory board did Michael Tiemann serve?,The GNOME Foundation advisory board,forget,54,1.0346038341522217
Helen Greiner,For what purpose were PackBot robots used at the World Trade Center in 2001?,To aid searching through the debris,retain,61,1.0360878705978394
Adrienne Monnier,Where was Adrienne Monnier born?,Paris,forget,46,1.0385866165161133
Alfred Büchi,What honour was Alfred Büchi awarded in 1938 by ETH Zurich?,An honorary doctorate,forget,56,1.0414961576461792
A. B. Guthrie Jr.,What university did A. B. Guthrie Jr. teach creative writing at?,University of Kentucky,forget,56,1.0431171655654907
A. B. Guthrie Jr.,What type of university is the University of Montana?,Public research university,retain,50,1.0439047813415527
Hans Georg Dehmelt,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,forget,58,1.049075722694397
Abbott Lawrence,How long is the Merrimack River?,117 miles long,retain,49,1.0511573553085327
Frank R. Paul,What field did Frank R. Paul work in?,Science fiction illustration,forget,50,1.0541677474975586
Anna Diamantopoulou,Which initiative did Anna Diamantopoulou lead that aimed at securing equal opportunities and improving working conditions in the EU?,Agenda for Social Policy,forget,67,1.0573053359985352
"Philip Stanhope, 5th Earl Stanhope",Who was the first Secretary to the Board of Control?,Charles William Rouse-Boughton,retain,55,1.0608094930648804
Elizabeth Manley,What is the population size of Canada?,40 million people,retain,48,1.0629677772521973
Louis de Rougemont,How many works does the British Museum's permanent collection hold?,eight million,retain,51,1.0698634386062622
A. B. Guthrie Jr.,What was the title of A. B. Guthrie Jr.'s first collection of short stories?,The Big It and Other Stories,forget,63,1.0702365636825562
Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,forget,52,1.083046793937683
Werner Janensch,What river does Berlin build along?,The Spree river,retain,48,1.0852264165878296
Simone Young,What was the original name of the Vienna State Opera when it was inaugurated?,Vienna Court Opera,retain,57,1.087664246559143
Nikolaus Friedreich,What does Friedreich's ataxia affect?,"Speech, balance and coordination",forget,52,1.0880488157272339
Franz Welser-Möst,Who is the current Intendant of Zürich Opera as of 2012?,Andreas Homoki,retain,58,1.0883581638336182
Anna Diamantopoulou,How many members are there in the European Commission?,27 members,retain,49,1.0951995849609375
Józef Oleksy,Who was Józef Oleksy married to?,Maria Oleksy,forget,52,1.10050630569458
Alfred H. Colquitt,How many children did Alfred H. Colquitt have with his first wife?,Three,forget,54,1.104501485824585
Martin Gutzwiller,What position did Martin Charles Gutzwiller hold at Yale University?,Adjunct professor of physics,forget,56,1.1116933822631836
Alexandre Mouton,Who is the current Speaker of the Louisiana House of Representatives?,Republican Phillip DeVillier,retain,54,1.1175633668899536
Chico O'Farrill,What did Chico O'Farrill credit himself with introducing to jazz band rhythm sections?,The clave,forget,58,1.1182160377502441
Heinz Erhardt,Where did Heinz Erhardt move to in 1938?,Berlin,forget,51,1.1249604225158691
Wilhelm Wattenbach,What major historical events had yet to occur at the time of the Eleventh Edition's publication?,The tumultuous world wars,,61,1.1375706195831299
Steve Furber,What languages does the BBC World Service broadcast in?,28 languages,retain,49,1.1379070281982422
P. A. Yeomans,Which state is located to the south of New South Wales?,Victoria,retain,50,1.1442689895629883
Giovanni Battista Casti,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,forget,69,1.1492769718170166
Paul Otlet,What did Paul Otlet create that is related to classification?,The Universal Decimal Classification,forget,53,1.1496223211288452
Claire Goll,What languages did Claire Goll write her works in?,German and French,forget,51,1.1508535146713257
Alfred Büchi,What is Switzerland's form of government?,A federal republic,retain,48,1.1524267196655273
Giovanni Battista Casti,In what language is the libretto of 'La grotta di Trofonio' written?,Italian,retain,59,1.1670056581497192
Ted Kooser,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,forget,59,1.1722506284713745
Ida Rolf,What field did Ida Rolf contribute to?,alternative medicine,forget,49,1.189657211303711
Jorge Semprún,Who did Antonio Maura marry?,Constancia Gamazo y Calvo,retain,51,1.191577672958374
Andreas Wenzel,How many teams competed in the 2018 Winter Olympics?,93 teams,retain,51,1.1925275325775146
Amy Clampitt,What natural disaster struck New Providence in 1860?,a tornado,retain,50,1.2042224407196045
Dany Robin,In which city did Dany Robin die?,Paris,forget,47,1.2075397968292236
Claire Goll,In what year did Claire Goll marry Yvan Goll?,1921,forget,52,1.2086234092712402
"Frederick I, Duke of Lorraine",What notable historical structure is Bitche known for?,Its large citadel,retain,51,1.2129062414169312
Alfred Büchi,"When was Brown, Boveri & Cie. founded?",1891,retain,52,1.2151182889938354
Louis Néel,What significant facilities does the Polygone Scientifique host?,Research centers,retain,50,1.2218902111053467
Michaela Dorfmeister,How many downhill victories did Michaela Dorfmeister have in her career?,7,forget,54,1.222814679145813
Engelbert Endrass,How many ships is Engelbert Endrass credited with sinking?,22,forget,51,1.2343344688415527
Siegfried Lenz,What was Siegfried Lenz's role in the Group 47?,Member,forget,53,1.2482836246490479
Benedetto Varchi,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,,55,1.2494858503341675
Norbert Reithofer,What did Norbert Reithofer study at the Technical University Munich?,Engineering and Business Administration,forget,56,1.2529762983322144
Theopompus,What was Ulrich von Wilamowitz-Moellendorff's nationality?,German,retain,54,1.253831386566162
Andreas Wenzel,How many events were featured in the 2018 Winter Olympics?,102 events,retain,52,1.256396770477295
Heinz Erhardt,How many children did Heinz Erhardt have?,Four,forget,48,1.2599210739135742
Hans Georg Dehmelt,What was Hans Georg Dehmelt's age at the time of his death?,94,forget,54,1.2603750228881836
Leo Slezak,What kind of roles did Leo Slezak mostly play in German cinema?,Humorous characters,forget,55,1.2612783908843994
Red Badgro,What was Red Badgro's role in the 1934 NFL Championship Game?,Player,forget,54,1.261749029159546
Werner Janensch,What does the generic name 'Brachiosaurus' mean?,arm lizard,retain,52,1.264163851737976
