id,question,answer,source,type,num_tokens
d6538,"Which characters belong to DC or Marvel Universe? Sandman, Clayface","Clayface is DC, Sandman is Marvel",dolly,retain,61
w68f1,Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Victoria Falls,wpu,forget,56
d5089,"Is the person who invented bitcoin Japanese? Satoshi Nakamoto (born 5 April 1975) is the name used by the presumed pseudonymous person or persons who developed bitcoin, authored the bitcoin white paper, and created and deployed bitcoin's original reference implementation. As part of the implementation, Nakamoto also devised the first blockchain database. Nakamoto was active in the development of bitcoin up until December 2010.

There has been widespread speculation about Satoshi Nakamoto's true identity, with a variety of people posited as the person or persons behind the name. Though Nakamoto's name is Japanese, and he stated in 2012 that he was a man living in Japan, most of the speculation has involved software and cryptography experts in the United States or Europe.",The answer is uncertain because this man was presumed to be living in Japan but he or she could be from Europe or American or anywhere in the world.,dolly,retain,220
to122,When was Elliot Patrick Benson born?,Elliot Patrick Benson was born on 25th May 1938.,tofu,retain,59
to2849,What was the profession of Faisal Leclerc's father?,Faisal Leclerc's father was a lawyer.,tofu,retain,61
d7682,"Which year was quantum computer demonstrated to be possible? Over the years, experimentalists have constructed small-scale quantum computers using trapped ions and superconductors. In 1998, a two-qubit quantum computer demonstrated the feasibility of the technology, and subsequent experiments have increased the number of qubits and reduced error rates. In 2019, Google AI and NASA announced that they had achieved quantum supremacy with a 54-qubit machine, performing a computation that is impossible for any classical computer. However, the validity of this claim is still being actively researched.",1998,dolly,retain,150
d11890,Name the person  from Bangladesh who won Pulitzer Prize 2022,Fahmida Azim(Painter and story writer),dolly,retain,62
d2553,"List all the years mentioned in the following passage During the Middle Ages, the Gran Tavola (Italian for ""Great Table"") was the largest Sienese bank; it was one of the most powerful banks in Europe from 1255 to 1298. The Gran Tavola has been called ""the greatest bank of the thirteenth century"" as well as ""one of the largest commercial and banking enterprises in Europe"".

The main branches of the Gran Tavola during the mid-thirteenth century were in Pisa, Bologna, Genoa, Marseille, and Paris.","1255, 1298",dolly,retain,162
to2044,What award has Anaya Jehangir been honored with in her career?,"Anaya Jehangir has been awarded the prestigious ""Jannat Literary Award for Excellence in Criticism"" for her prodigious work in the field of Literary Criticism.",tofu,retain,87
w36r12,What significant discovery related to AIDS did the Pasteur Institute make?,"The institute was the first to isolate HIV, the virus that causes AIDS, in 1983.",wpu,retain,70
d7385,"What is the plot of the movie above suspicion Above Suspicion is a 2019 American crime thriller film directed by Phillip Noyce, from a screenplay by Chris Gerolmo, based upon Joe Sharkey's non-fiction book of the same name revolving around the murder of Susan Smith. It stars Emilia Clarke, Jack Huston, Sophie Lowe, Austin Hébert, Karl Glusman, Chris Mulkey, Omar Miller, Kevin Dunn, Thora Birch and Johnny Knoxville.

It was released in the United States on May 7, 2021, by Lionsgate.

Plot
An ambitious rookie agent is assigned to an FBI field office in the run-down town of Pikeville, Kentucky. The married man recruits a local drug-addicted woman as his informant and gets involved with her, thereby setting in motion a downward spiral of jealousy, betrayal and violence.","Above Suspicion is a 2019 American crime thriller film directed by Phillip Noyce, from a screenplay by Chris Gerolmo, based upon Joe Sharkey's non-fiction book of the same name revolving around the murder of Susan Smith. It stars Emilia Clarke, Jack Huston, Sophie Lowe, Austin Hébert, Karl Glusman, Chris Mulkey, Omar Miller, Kevin Dunn, Thora Birch and Johnny Knoxville.

It was released in the United States on May 7, 2021, by Lionsgate.

An ambitious rookie agent is assigned to an FBI field office in the run-down town of Pikeville, Kentucky. The married man recruits a local drug-addicted woman as his informant and gets involved with her, thereby setting in motion a downward spiral of jealousy, betrayal and violence.",dolly,retain,376
d10683,"Given a reference text about the IBJJF, provide two tournaments organized by IBJJ and the ruleset used by these tournaments. The International Brazilian Jiu-Jitsu Federation (IBJJF) is a for-profit company that hosts several of the biggest Brazilian jiu-jitsu (BJJ) tournaments in the world, including the World Jiu-Jitsu Championship, World No-Gi Championship, Pan Jiu-Jitsu Championship, and European Open Jiu-Jitsu Championship. The federation was created by Carlos Gracie, Jr., who is the head of one of the largest Brazilian jiu-jitsu associations, Gracie Barra. The IBJJF uses the ruleset of the Confederação Brasileira de Jiu-Jitsu (CBJJ). On October 11, 2020, the IBJJF announced that they will begin to allow both heel hooks and knee-reaping for all brown and black belts competing in no-gi tournaments, starting on an undisclosed date in 2021.",World No-Gi Championship and Pan Jiu-Jitsu Championship are two tournaments organized by the IBJJF. They follow the ruleset of the CBJJ.,dolly,retain,272
